sample_id,class_id,class_name,pixel_count,percentage,region_count,largest_region,smallest_region,mean_region,median_region,regions_1px_or_less,regions_5px_or_less,regions_10px_or_less,regions_25px_or_less,regions_50px_or_less
mexico-earthquake_00000182,4,Destroyed,0,0.0,0,0,0,0,0,0,0,0,0,0
hurricane-florence_00000461,2,Minor Damage,0,0.0,0,0,0,0,0,0,0,0,0,0
hurricane-florence_00000461,3,Major Damage,13672,1.303863525390625,12,5244,98,1139.3333333333333,313.0,0,0,0,0,0
hurricane-florence_00000461,4,Destroyed,0,0.0,0,0,0,0,0,0,0,0,0,0
santa-rosa-wildfire_00000027,2,Minor Damage,161,0.015354156494140625,1,161,161,161.0,161.0,0,0,0,0,0
santa-rosa-wildfire_00000027,3,Major Damage,0,0.0,0,0,0,0,0,0,0,0,0,0
santa-rosa-wildfire_00000027,4,Destroyed,31763,3.029155731201172,14,4875,177,2268.785714285714,2431.0,0,0,0,0,0
midwest-flooding_00000206,2,Minor Damage,1862,0.17757415771484375,1,1862,1862,1862.0,1862.0,0,0,0,0,0
midwest-flooding_00000206,3,Major Damage,2192,0.20904541015625,2,1427,765,1096.0,1096.0,0,0,0,0,0
midwest-flooding_00000206,4,Destroyed,0,0.0,0,0,0,0,0,0,0,0,0,0
hurricane-matthew_00000248,2,Minor Damage,1603,0.15287399291992188,8,262,139,200.375,198.5,0,0,0,0,0
hurricane-matthew_00000248,3,Major Damage,0,0.0,0,0,0,0,0,0,0,0,0,0
hurricane-matthew_00000248,4,Destroyed,1554,0.14820098876953125,9,216,100,172.66666666666666,184.0,0,0,0,0,0
socal-fire_00000397,2,Minor Damage,0,0.0,0,0,0,0,0,0,0,0,0,0
socal-fire_00000397,3,Major Damage,0,0.0,0,0,0,0,0,0,0,0,0,0
socal-fire_00000397,4,Destroyed,0,0.0,0,0,0,0,0,0,0,0,0,0
socal-fire_00000268,2,Minor Damage,108,0.0102996826171875,1,108,108,108.0,108.0,0,0,0,0,0
socal-fire_00000268,3,Major Damage,0,0.0,0,0,0,0,0,0,0,0,0,0
socal-fire_00000268,4,Destroyed,5791,0.5522727966308594,14,3053,49,413.64285714285717,157.0,0,0,0,0,1
guatemala-volcano_00000010,2,Minor Damage,0,0.0,0,0,0,0,0,0,0,0,0,0
guatemala-volcano_00000010,3,Major Damage,0,0.0,0,0,0,0,0,0,0,0,0,0
guatemala-volcano_00000010,4,Destroyed,68,0.0064849853515625,2,45,23,34.0,34.0,0,0,0,1,2
santa-rosa-wildfire_00000058,2,Minor Damage,0,0.0,0,0,0,0,0,0,0,0,0,0
santa-rosa-wildfire_00000058,3,Major Damage,0,0.0,0,0,0,0,0,0,0,0,0,0
santa-rosa-wildfire_00000058,4,Destroyed,71211,6.791210174560547,68,1955,113,1047.2205882352941,1027.5,0,0,0,0,0
hurricane-florence_00000309,2,Minor Damage,0,0.0,0,0,0,0,0,0,0,0,0,0
hurricane-florence_00000309,3,Major Damage,0,0.0,0,0,0,0,0,0,0,0,0,0
hurricane-florence_00000309,4,Destroyed,0,0.0,0,0,0,0,0,0,0,0,0,0
hurricane-michael_00000244,2,Minor Damage,0,0.0,0,0,0,0,0,0,0,0,0,0
hurricane-michael_00000244,3,Major Damage,0,0.0,0,0,0,0,0,0,0,0,0,0
hurricane-michael_00000244,4,Destroyed,0,0.0,0,0,0,0,0,0,0,0,0,0
hurricane-matthew_00000202,2,Minor Damage,386,0.03681182861328125,2,241,145,193.0,193.0,0,0,0,0,0
hurricane-matthew_00000202,3,Major Damage,1292,0.1232147216796875,5,360,89,258.4,310.0,0,0,0,0,0
hurricane-matthew_00000202,4,Destroyed,2688,0.25634765625,5,1732,85,537.6,292.0,0,0,0,0,0
midwest-flooding_00000352,2,Minor Damage,252,0.0240325927734375,1,252,252,252.0,252.0,0,0,0,0,0
midwest-flooding_00000352,3,Major Damage,0,0.0,0,0,0,0,0,0,0,0,0,0
midwest-flooding_00000352,4,Destroyed,0,0.0,0,0,0,0,0,0,0,0,0,0
hurricane-harvey_00000221,2,Minor Damage,0,0.0,0,0,0,0,0,0,0,0,0,0
hurricane-harvey_00000221,3,Major Damage,0,0.0,0,0,0,0,0,0,0,0,0,0
hurricane-harvey_00000221,4,Destroyed,1131,0.10786056518554688,4,720,41,282.75,185.0,0,0,0,0,1
socal-fire_00000204,2,Minor Damage,0,0.0,0,0,0,0,0,0,0,0,0,0
socal-fire_00000204,3,Major Damage,0,0.0,0,0,0,0,0,0,0,0,0,0
socal-fire_00000204,4,Destroyed,1304,0.124359130859375,1,1304,1304,1304.0,1304.0,0,0,0,0,0
santa-rosa-wildfire_00000059,2,Minor Damage,0,0.0,0,0,0,0,0,0,0,0,0,0
santa-rosa-wildfire_00000059,3,Major Damage,0,0.0,0,0,0,0,0,0,0,0,0,0
santa-rosa-wildfire_00000059,4,Destroyed,0,0.0,0,0,0,0,0,0,0,0,0,0
socal-fire_00000927,2,Minor Damage,0,0.0,0,0,0,0,0,0,0,0,0,0
socal-fire_00000927,3,Major Damage,0,0.0,0,0,0,0,0,0,0,0,0,0
socal-fire_00000927,4,Destroyed,0,0.0,0,0,0,0,0,0,0,0,0,0
midwest-flooding_00000085,2,Minor Damage,71,0.006771087646484375,1,71,71,71.0,71.0,0,0,0,0,0
midwest-flooding_00000085,3,Major Damage,0,0.0,0,0,0,0,0,0,0,0,0,0
midwest-flooding_00000085,4,Destroyed,0,0.0,0,0,0,0,0,0,0,0,0,0
santa-rosa-wildfire_00000047,2,Minor Damage,760,0.072479248046875,1,760,760,760.0,760.0,0,0,0,0,0
santa-rosa-wildfire_00000047,3,Major Damage,0,0.0,0,0,0,0,0,0,0,0,0,0
santa-rosa-wildfire_00000047,4,Destroyed,48597,4.634571075439453,34,4147,103,1429.3235294117646,1630.0,0,0,0,0,0
hurricane-harvey_00000170,2,Minor Damage,0,0.0,0,0,0,0,0,0,0,0,0,0
hurricane-harvey_00000170,3,Major Damage,0,0.0,0,0,0,0,0,0,0,0,0,0
hurricane-harvey_00000170,4,Destroyed,0,0.0,0,0,0,0,0,0,0,0,0,0
hurricane-florence_00000264,2,Minor Damage,846,0.08068084716796875,1,846,846,846.0,846.0,0,0,0,0,0
hurricane-florence_00000264,3,Major Damage,0,0.0,0,0,0,0,0,0,0,0,0,0
hurricane-florence_00000264,4,Destroyed,0,0.0,0,0,0,0,0,0,0,0,0,0
socal-fire_00000873,2,Minor Damage,0,0.0,0,0,0,0,0,0,0,0,0,0
socal-fire_00000873,3,Major Damage,0,0.0,0,0,0,0,0,0,0,0,0,0
socal-fire_00000873,4,Destroyed,0,0.0,0,0,0,0,0,0,0,0,0,0
socal-fire_00001162,2,Minor Damage,0,0.0,0,0,0,0,0,0,0,0,0,0
socal-fire_00001162,3,Major Damage,0,0.0,0,0,0,0,0,0,0,0,0,0
socal-fire_00001162,4,Destroyed,0,0.0,0,0,0,0,0,0,0,0,0,0
hurricane-michael_00000284,2,Minor Damage,39040,3.72314453125,26,5367,198,1501.5384615384614,1267.0,0,0,0,0,0
hurricane-michael_00000284,3,Major Damage,33065,3.1533241271972656,9,11338,961,3673.8888888888887,2001.0,0,0,0,0,0
hurricane-michael_00000284,4,Destroyed,0,0.0,0,0,0,0,0,0,0,0,0,0
socal-fire_00000810,2,Minor Damage,0,0.0,0,0,0,0,0,0,0,0,0,0
socal-fire_00000810,3,Major Damage,0,0.0,0,0,0,0,0,0,0,0,0,0
socal-fire_00000810,4,Destroyed,10046,0.9580612182617188,6,3602,265,1674.3333333333333,1540.0,0,0,0,0,0
hurricane-florence_00000168,2,Minor Damage,0,0.0,0,0,0,0,0,0,0,0,0,0
hurricane-florence_00000168,3,Major Damage,0,0.0,0,0,0,0,0,0,0,0,0,0
hurricane-florence_00000168,4,Destroyed,0,0.0,0,0,0,0,0,0,0,0,0,0
mexico-earthquake_00000191,2,Minor Damage,0,0.0,0,0,0,0,0,0,0,0,0,0
mexico-earthquake_00000191,3,Major Damage,0,0.0,0,0,0,0,0,0,0,0,0,0
mexico-earthquake_00000191,4,Destroyed,0,0.0,0,0,0,0,0,0,0,0,0,0
socal-fire_00000991,2,Minor Damage,0,0.0,0,0,0,0,0,0,0,0,0,0
socal-fire_00000991,3,Major Damage,0,0.0,0,0,0,0,0,0,0,0,0,0
socal-fire_00000991,4,Destroyed,0,0.0,0,0,0,0,0,0,0,0,0,0
palu-tsunami_00000000,2,Minor Damage,0,0.0,0,0,0,0,0,0,0,0,0,0
palu-tsunami_00000000,3,Major Damage,480,0.0457763671875,1,480,480,480.0,480.0,0,0,0,0,0
palu-tsunami_00000000,4,Destroyed,2804,0.2674102783203125,9,1252,80,311.55555555555554,176.0,0,0,0,0,0
socal-fire_00000187,2,Minor Damage,0,0.0,0,0,0,0,0,0,0,0,0,0
socal-fire_00000187,3,Major Damage,0,0.0,0,0,0,0,0,0,0,0,0,0
socal-fire_00000187,4,Destroyed,0,0.0,0,0,0,0,0,0,0,0,0,0
midwest-flooding_00000126,2,Minor Damage,0,0.0,0,0,0,0,0,0,0,0,0,0
midwest-flooding_00000126,3,Major Damage,0,0.0,0,0,0,0,0,0,0,0,0,0
midwest-flooding_00000126,4,Destroyed,0,0.0,0,0,0,0,0,0,0,0,0,0
hurricane-michael_00000402,2,Minor Damage,21524,2.0526885986328125,9,11647,395,2391.5555555555557,1597.0,0,0,0,0,0
hurricane-michael_00000402,3,Major Damage,7450,0.7104873657226562,3,5257,883,2483.3333333333335,1310.0,0,0,0,0,0
hurricane-michael_00000402,4,Destroyed,2537,0.24194717407226562,1,2537,2537,2537.0,2537.0,0,0,0,0,0
socal-fire_00001319,2,Minor Damage,0,0.0,0,0,0,0,0,0,0,0,0,0
socal-fire_00001319,3,Major Damage,0,0.0,0,0,0,0,0,0,0,0,0,0
socal-fire_00001319,4,Destroyed,0,0.0,0,0,0,0,0,0,0,0,0,0
hurricane-michael_00000392,2,Minor Damage,5303,0.5057334899902344,3,2764,651,1767.6666666666667,1888.0,0,0,0,0,0
hurricane-michael_00000392,3,Major Damage,0,0.0,0,0,0,0,0,0,0,0,0,0
hurricane-michael_00000392,4,Destroyed,0,0.0,0,0,0,0,0,0,0,0,0,0
mexico-earthquake_00000168,2,Minor Damage,0,0.0,0,0,0,0,0,0,0,0,0,0
mexico-earthquake_00000168,3,Major Damage,0,0.0,0,0,0,0,0,0,0,0,0,0
mexico-earthquake_00000168,4,Destroyed,0,0.0,0,0,0,0,0,0,0,0,0,0
midwest-flooding_00000436,2,Minor Damage,0,0.0,0,0,0,0,0,0,0,0,0,0
midwest-flooding_00000436,3,Major Damage,0,0.0,0,0,0,0,0,0,0,0,0,0
midwest-flooding_00000436,4,Destroyed,1438,0.13713836669921875,2,741,697,719.0,719.0,0,0,0,0,0
hurricane-matthew_00000222,2,Minor Damage,564,0.0537872314453125,3,275,97,188.0,192.0,0,0,0,0,0
hurricane-matthew_00000222,3,Major Damage,415,0.039577484130859375,2,211,204,207.5,207.5,0,0,0,0,0
hurricane-matthew_00000222,4,Destroyed,1831,0.17461776733398438,10,306,67,183.1,186.0,0,0,0,0,0
hurricane-florence_00000139,2,Minor Damage,0,0.0,0,0,0,0,0,0,0,0,0,0
hurricane-florence_00000139,3,Major Damage,4121,0.3930091857910156,7,1649,157,588.7142857142857,205.0,0,0,0,0,0
hurricane-florence_00000139,4,Destroyed,0,0.0,0,0,0,0,0,0,0,0,0,0
hurricane-michael_00000029,2,Minor Damage,0,0.0,0,0,0,0,0,0,0,0,0,0
hurricane-michael_00000029,3,Major Damage,0,0.0,0,0,0,0,0,0,0,0,0,0
hurricane-michael_00000029,4,Destroyed,0,0.0,0,0,0,0,0,0,0,0,0,0
hurricane-michael_00000056,2,Minor Damage,16310,1.5554428100585938,9,3851,1063,1812.2222222222222,1411.0,0,0,0,0,0
hurricane-michael_00000056,3,Major Damage,6515,0.6213188171386719,4,2216,1038,1628.75,1630.5,0,0,0,0,0
hurricane-michael_00000056,4,Destroyed,0,0.0,0,0,0,0,0,0,0,0,0,0
mexico-earthquake_00000019,2,Minor Damage,0,0.0,0,0,0,0,0,0,0,0,0,0
mexico-earthquake_00000019,3,Major Damage,0,0.0,0,0,0,0,0,0,0,0,0,0
mexico-earthquake_00000019,4,Destroyed,0,0.0,0,0,0,0,0,0,0,0,0,0
midwest-flooding_00000117,2,Minor Damage,198,0.01888275146484375,1,198,198,198.0,198.0,0,0,0,0,0
midwest-flooding_00000117,3,Major Damage,2837,0.2705574035644531,2,1424,1413,1418.5,1418.5,0,0,0,0,0
midwest-flooding_00000117,4,Destroyed,167,0.015926361083984375,1,167,167,167.0,167.0,0,0,0,0,0
santa-rosa-wildfire_00000225,2,Minor Damage,0,0.0,0,0,0,0,0,0,0,0,0,0
santa-rosa-wildfire_00000225,3,Major Damage,0,0.0,0,0,0,0,0,0,0,0,0,0
santa-rosa-wildfire_00000225,4,Destroyed,0,0.0,0,0,0,0,0,0,0,0,0,0
hurricane-matthew_00000264,2,Minor Damage,0,0.0,0,0,0,0,0,0,0,0,0,0
hurricane-matthew_00000264,3,Major Damage,0,0.0,0,0,0,0,0,0,0,0,0,0
hurricane-matthew_00000264,4,Destroyed,280,0.026702880859375,1,280,280,280.0,280.0,0,0,0,0,0
hurricane-michael_00000025,2,Minor Damage,0,0.0,0,0,0,0,0,0,0,0,0,0
hurricane-michael_00000025,3,Major Damage,0,0.0,0,0,0,0,0,0,0,0,0,0
hurricane-michael_00000025,4,Destroyed,0,0.0,0,0,0,0,0,0,0,0,0,0
santa-rosa-wildfire_00000293,2,Minor Damage,0,0.0,0,0,0,0,0,0,0,0,0,0
santa-rosa-wildfire_00000293,3,Major Damage,0,0.0,0,0,0,0,0,0,0,0,0,0
santa-rosa-wildfire_00000293,4,Destroyed,1631,0.15554428100585938,2,1233,398,815.5,815.5,0,0,0,0,0
hurricane-florence_00000269,2,Minor Damage,0,0.0,0,0,0,0,0,0,0,0,0,0
hurricane-florence_00000269,3,Major Damage,1223,0.11663436889648438,4,461,80,305.75,341.0,0,0,0,0,0
hurricane-florence_00000269,4,Destroyed,0,0.0,0,0,0,0,0,0,0,0,0,0
midwest-flooding_00000337,2,Minor Damage,0,0.0,0,0,0,0,0,0,0,0,0,0
midwest-flooding_00000337,3,Major Damage,0,0.0,0,0,0,0,0,0,0,0,0,0
midwest-flooding_00000337,4,Destroyed,0,0.0,0,0,0,0,0,0,0,0,0,0
hurricane-harvey_00000168,2,Minor Damage,0,0.0,0,0,0,0,0,0,0,0,0,0
hurricane-harvey_00000168,3,Major Damage,262245,25.009632110595703,149,40139,30,1760.03355704698,1446.0,0,0,0,0,1
hurricane-harvey_00000168,4,Destroyed,0,0.0,0,0,0,0,0,0,0,0,0,0
hurricane-harvey_00000517,2,Minor Damage,0,0.0,0,0,0,0,0,0,0,0,0,0
hurricane-harvey_00000517,3,Major Damage,13791,1.3152122497558594,6,5347,252,2298.5,2336.0,0,0,0,0,0
hurricane-harvey_00000517,4,Destroyed,0,0.0,0,0,0,0,0,0,0,0,0,0
socal-fire_00001179,2,Minor Damage,0,0.0,0,0,0,0,0,0,0,0,0,0
socal-fire_00001179,3,Major Damage,0,0.0,0,0,0,0,0,0,0,0,0,0
socal-fire_00001179,4,Destroyed,0,0.0,0,0,0,0,0,0,0,0,0,0
hurricane-michael_00000204,2,Minor Damage,66570,6.348609924316406,61,4498,63,1091.311475409836,904.0,0,0,0,0,0
hurricane-michael_00000204,3,Major Damage,8736,0.8331298828125,5,1984,1391,1747.2,1836.0,0,0,0,0,0
hurricane-michael_00000204,4,Destroyed,3321,0.3167152404785156,8,952,59,415.125,312.0,0,0,0,0,0
palu-tsunami_00000084,2,Minor Damage,0,0.0,0,0,0,0,0,0,0,0,0,0
palu-tsunami_00000084,3,Major Damage,0,0.0,0,0,0,0,0,0,0,0,0,0
palu-tsunami_00000084,4,Destroyed,0,0.0,0,0,0,0,0,0,0,0,0,0
midwest-flooding_00000003,2,Minor Damage,3086,0.29430389404296875,2,1812,1274,1543.0,1543.0,0,0,0,0,0
midwest-flooding_00000003,3,Major Damage,0,0.0,0,0,0,0,0,0,0,0,0,0
midwest-flooding_00000003,4,Destroyed,0,0.0,0,0,0,0,0,0,0,0,0,0
hurricane-matthew_00000134,2,Minor Damage,10678,1.0183334350585938,15,1469,195,711.8666666666667,675.0,0,0,0,0,0
hurricane-matthew_00000134,3,Major Damage,2916,0.2780914306640625,1,2916,2916,2916.0,2916.0,0,0,0,0,0
hurricane-matthew_00000134,4,Destroyed,218,0.02079010009765625,1,218,218,218.0,218.0,0,0,0,0,0
hurricane-florence_00000147,2,Minor Damage,0,0.0,0,0,0,0,0,0,0,0,0,0
hurricane-florence_00000147,3,Major Damage,0,0.0,0,0,0,0,0,0,0,0,0,0
hurricane-florence_00000147,4,Destroyed,3530,0.33664703369140625,4,1577,338,882.5,807.5,0,0,0,0,0
palu-tsunami_00000087,2,Minor Damage,0,0.0,0,0,0,0,0,0,0,0,0,0
palu-tsunami_00000087,3,Major Damage,0,0.0,0,0,0,0,0,0,0,0,0,0
palu-tsunami_00000087,4,Destroyed,268,0.0255584716796875,2,183,85,134.0,134.0,0,0,0,0,0
hurricane-matthew_00000119,2,Minor Damage,0,0.0,0,0,0,0,0,0,0,0,0,0
hurricane-matthew_00000119,3,Major Damage,0,0.0,0,0,0,0,0,0,0,0,0,0
hurricane-matthew_00000119,4,Destroyed,232,0.022125244140625,1,232,232,232.0,232.0,0,0,0,0,0
hurricane-matthew_00000009,2,Minor Damage,4429,0.4223823547363281,14,802,92,316.35714285714283,283.0,0,0,0,0,0
hurricane-matthew_00000009,3,Major Damage,0,0.0,0,0,0,0,0,0,0,0,0,0
hurricane-matthew_00000009,4,Destroyed,164,0.0156402587890625,1,164,164,164.0,164.0,0,0,0,0,0
hurricane-michael_00000122,2,Minor Damage,0,0.0,0,0,0,0,0,0,0,0,0,0
hurricane-michael_00000122,3,Major Damage,0,0.0,0,0,0,0,0,0,0,0,0,0
hurricane-michael_00000122,4,Destroyed,967,0.09222030639648438,1,967,967,967.0,967.0,0,0,0,0,0
hurricane-harvey_00000491,2,Minor Damage,85964,8.198165893554688,23,14766,169,3737.5652173913045,2050.0,0,0,0,0,0
hurricane-harvey_00000491,3,Major Damage,185560,17.696380615234375,60,17787,251,3092.6666666666665,2234.0,0,0,0,0,0
hurricane-harvey_00000491,4,Destroyed,214,0.02040863037109375,1,214,214,214.0,214.0,0,0,0,0,0
socal-fire_00000965,2,Minor Damage,0,0.0,0,0,0,0,0,0,0,0,0,0
socal-fire_00000965,3,Major Damage,0,0.0,0,0,0,0,0,0,0,0,0,0
socal-fire_00000965,4,Destroyed,0,0.0,0,0,0,0,0,0,0,0,0,0
socal-fire_00000540,2,Minor Damage,0,0.0,0,0,0,0,0,0,0,0,0,0
socal-fire_00000540,3,Major Damage,0,0.0,0,0,0,0,0,0,0,0,0,0
socal-fire_00000540,4,Destroyed,0,0.0,0,0,0,0,0,0,0,0,0,0
midwest-flooding_00000144,2,Minor Damage,0,0.0,0,0,0,0,0,0,0,0,0,0
midwest-flooding_00000144,3,Major Damage,5708,0.5443572998046875,2,3056,2652,2854.0,2854.0,0,0,0,0,0
midwest-flooding_00000144,4,Destroyed,0,0.0,0,0,0,0,0,0,0,0,0,0
hurricane-harvey_00000134,2,Minor Damage,18566,1.7705917358398438,17,2394,210,1092.1176470588234,1170.0,0,0,0,0,0
hurricane-harvey_00000134,3,Major Damage,0,0.0,0,0,0,0,0,0,0,0,0,0
hurricane-harvey_00000134,4,Destroyed,0,0.0,0,0,0,0,0,0,0,0,0,0
hurricane-michael_00000211,2,Minor Damage,80699,7.696056365966797,50,15562,169,1613.98,945.5,0,0,0,0,0
hurricane-michael_00000211,3,Major Damage,15783,1.5051841735839844,5,5117,607,3156.6,3792.0,0,0,0,0,0
hurricane-michael_00000211,4,Destroyed,11730,1.1186599731445312,17,2521,119,690.0,534.0,0,0,0,0,0
hurricane-matthew_00000347,2,Minor Damage,10058,0.9592056274414062,18,2323,88,558.7777777777778,398.0,0,0,0,0,0
hurricane-matthew_00000347,3,Major Damage,2553,0.24347305297851562,3,1177,257,851.0,1119.0,0,0,0,0,0
hurricane-matthew_00000347,4,Destroyed,1545,0.14734268188476562,6,466,136,257.5,230.5,0,0,0,0,0
midwest-flooding_00000168,2,Minor Damage,0,0.0,0,0,0,0,0,0,0,0,0,0
midwest-flooding_00000168,3,Major Damage,0,0.0,0,0,0,0,0,0,0,0,0,0
midwest-flooding_00000168,4,Destroyed,520,0.049591064453125,1,520,520,520.0,520.0,0,0,0,0,0
hurricane-florence_00000277,2,Minor Damage,0,0.0,0,0,0,0,0,0,0,0,0,0
hurricane-florence_00000277,3,Major Damage,0,0.0,0,0,0,0,0,0,0,0,0,0
hurricane-florence_00000277,4,Destroyed,0,0.0,0,0,0,0,0,0,0,0,0,0
midwest-flooding_00000209,2,Minor Damage,0,0.0,0,0,0,0,0,0,0,0,0,0
midwest-flooding_00000209,3,Major Damage,0,0.0,0,0,0,0,0,0,0,0,0,0
midwest-flooding_00000209,4,Destroyed,0,0.0,0,0,0,0,0,0,0,0,0,0
mexico-earthquake_00000035,2,Minor Damage,0,0.0,0,0,0,0,0,0,0,0,0,0
mexico-earthquake_00000035,3,Major Damage,0,0.0,0,0,0,0,0,0,0,0,0,0
mexico-earthquake_00000035,4,Destroyed,0,0.0,0,0,0,0,0,0,0,0,0,0
hurricane-florence_00000293,2,Minor Damage,0,0.0,0,0,0,0,0,0,0,0,0,0
hurricane-florence_00000293,3,Major Damage,0,0.0,0,0,0,0,0,0,0,0,0,0
hurricane-florence_00000293,4,Destroyed,0,0.0,0,0,0,0,0,0,0,0,0,0
hurricane-harvey_00000299,2,Minor Damage,0,0.0,0,0,0,0,0,0,0,0,0,0
hurricane-harvey_00000299,3,Major Damage,141,0.013446807861328125,1,141,141,141.0,141.0,0,0,0,0,0
hurricane-harvey_00000299,4,Destroyed,0,0.0,0,0,0,0,0,0,0,0,0,0
santa-rosa-wildfire_00000017,2,Minor Damage,0,0.0,0,0,0,0,0,0,0,0,0,0
santa-rosa-wildfire_00000017,3,Major Damage,0,0.0,0,0,0,0,0,0,0,0,0,0
santa-rosa-wildfire_00000017,4,Destroyed,1672,0.159454345703125,1,1672,1672,1672.0,1672.0,0,0,0,0,0
hurricane-harvey_00000443,2,Minor Damage,115924,11.055374145507812,2,76903,39021,57962.0,57962.0,0,0,0,0,0
hurricane-harvey_00000443,3,Major Damage,0,0.0,0,0,0,0,0,0,0,0,0,0
hurricane-harvey_00000443,4,Destroyed,0,0.0,0,0,0,0,0,0,0,0,0,0
socal-fire_00000496,2,Minor Damage,0,0.0,0,0,0,0,0,0,0,0,0,0
socal-fire_00000496,3,Major Damage,0,0.0,0,0,0,0,0,0,0,0,0,0
socal-fire_00000496,4,Destroyed,0,0.0,0,0,0,0,0,0,0,0,0,0
socal-fire_00000692,2,Minor Damage,0,0.0,0,0,0,0,0,0,0,0,0,0
socal-fire_00000692,3,Major Damage,0,0.0,0,0,0,0,0,0,0,0,0,0
socal-fire_00000692,4,Destroyed,13711,1.3075828552246094,10,2697,248,1371.1,1248.0,0,0,0,0,0
midwest-flooding_00000236,2,Minor Damage,1011,0.09641647338867188,1,1011,1011,1011.0,1011.0,0,0,0,0,0
midwest-flooding_00000236,3,Major Damage,0,0.0,0,0,0,0,0,0,0,0,0,0
midwest-flooding_00000236,4,Destroyed,0,0.0,0,0,0,0,0,0,0,0,0,0
hurricane-florence_00000245,2,Minor Damage,4134,0.39424896240234375,3,3375,123,1378.0,636.0,0,0,0,0,0
hurricane-florence_00000245,3,Major Damage,0,0.0,0,0,0,0,0,0,0,0,0,0
hurricane-florence_00000245,4,Destroyed,0,0.0,0,0,0,0,0,0,0,0,0,0
socal-fire_00000445,2,Minor Damage,0,0.0,0,0,0,0,0,0,0,0,0,0
socal-fire_00000445,3,Major Damage,0,0.0,0,0,0,0,0,0,0,0,0,0
socal-fire_00000445,4,Destroyed,0,0.0,0,0,0,0,0,0,0,0,0,0
hurricane-harvey_00000451,2,Minor Damage,64029,6.106281280517578,38,4706,684,1684.9736842105262,1365.0,0,0,0,0,0
hurricane-harvey_00000451,3,Major Damage,187776,17.90771484375,126,5717,420,1490.2857142857142,1113.0,0,0,0,0,0
hurricane-harvey_00000451,4,Destroyed,0,0.0,0,0,0,0,0,0,0,0,0,0
socal-fire_00000979,2,Minor Damage,0,0.0,0,0,0,0,0,0,0,0,0,0
socal-fire_00000979,3,Major Damage,0,0.0,0,0,0,0,0,0,0,0,0,0
socal-fire_00000979,4,Destroyed,0,0.0,0,0,0,0,0,0,0,0,0,0
socal-fire_00001291,2,Minor Damage,0,0.0,0,0,0,0,0,0,0,0,0,0
socal-fire_00001291,3,Major Damage,0,0.0,0,0,0,0,0,0,0,0,0,0
socal-fire_00001291,4,Destroyed,1674,0.15964508056640625,1,1674,1674,1674.0,1674.0,0,0,0,0,0
hurricane-florence_00000042,2,Minor Damage,0,0.0,0,0,0,0,0,0,0,0,0,0
hurricane-florence_00000042,3,Major Damage,0,0.0,0,0,0,0,0,0,0,0,0,0
hurricane-florence_00000042,4,Destroyed,0,0.0,0,0,0,0,0,0,0,0,0,0
socal-fire_00000547,2,Minor Damage,0,0.0,0,0,0,0,0,0,0,0,0,0
socal-fire_00000547,3,Major Damage,0,0.0,0,0,0,0,0,0,0,0,0,0
socal-fire_00000547,4,Destroyed,0,0.0,0,0,0,0,0,0,0,0,0,0
santa-rosa-wildfire_00000003,2,Minor Damage,0,0.0,0,0,0,0,0,0,0,0,0,0
santa-rosa-wildfire_00000003,3,Major Damage,0,0.0,0,0,0,0,0,0,0,0,0,0
santa-rosa-wildfire_00000003,4,Destroyed,0,0.0,0,0,0,0,0,0,0,0,0,0
socal-fire_00000489,2,Minor Damage,0,0.0,0,0,0,0,0,0,0,0,0,0
socal-fire_00000489,3,Major Damage,0,0.0,0,0,0,0,0,0,0,0,0,0
socal-fire_00000489,4,Destroyed,640,0.06103515625,1,640,640,640.0,640.0,0,0,0,0,0
santa-rosa-wildfire_00000097,2,Minor Damage,0,0.0,0,0,0,0,0,0,0,0,0,0
santa-rosa-wildfire_00000097,3,Major Damage,0,0.0,0,0,0,0,0,0,0,0,0,0
santa-rosa-wildfire_00000097,4,Destroyed,5736,0.547027587890625,6,2025,233,956.0,770.0,0,0,0,0,0
socal-fire_00001245,2,Minor Damage,0,0.0,0,0,0,0,0,0,0,0,0,0
socal-fire_00001245,3,Major Damage,0,0.0,0,0,0,0,0,0,0,0,0,0
socal-fire_00001245,4,Destroyed,45402,4.329872131347656,22,15588,307,2063.7272727272725,1401.5,0,0,0,0,0
hurricane-michael_00000287,2,Minor Damage,35393,3.3753395080566406,30,3364,130,1179.7666666666667,876.0,0,0,0,0,0
hurricane-michael_00000287,3,Major Damage,43936,4.1900634765625,26,9306,400,1689.8461538461538,1039.5,0,0,0,0,0
hurricane-michael_00000287,4,Destroyed,0,0.0,0,0,0,0,0,0,0,0,0,0
hurricane-harvey_00000323,2,Minor Damage,0,0.0,0,0,0,0,0,0,0,0,0,0
hurricane-harvey_00000323,3,Major Damage,408,0.038909912109375,1,408,408,408.0,408.0,0,0,0,0,0
hurricane-harvey_00000323,4,Destroyed,0,0.0,0,0,0,0,0,0,0,0,0,0
midwest-flooding_00000018,2,Minor Damage,5559,0.5301475524902344,4,2140,1026,1389.75,1196.5,0,0,0,0,0
midwest-flooding_00000018,3,Major Damage,0,0.0,0,0,0,0,0,0,0,0,0,0
midwest-flooding_00000018,4,Destroyed,0,0.0,0,0,0,0,0,0,0,0,0,0
guatemala-volcano_00000024,2,Minor Damage,0,0.0,0,0,0,0,0,0,0,0,0,0
guatemala-volcano_00000024,3,Major Damage,0,0.0,0,0,0,0,0,0,0,0,0,0
