sample_id,class_id,class_name,original_pixels,resized_pixels,scaled_resized_pixels,retention_percent
palu-tsunami_00000061,1,No Damage,119861,7491,119856,99.99582850134739
palu-tsunami_00000061,2,Minor Damage,0,0,0,0.0
palu-tsunami_00000061,3,Major Damage,0,0,0,0.0
palu-tsunami_00000061,4,Destroyed,0,0,0,0.0
mexico-earthquake_00000041,0,Background,753867,47089,753424,99.94123631887322
mexico-earthquake_00000041,1,No Damage,294709,18447,295152,100.15031777108945
mexico-earthquake_00000041,2,Minor Damage,0,0,0,0.0
mexico-earthquake_00000041,3,Major Damage,0,0,0,0.0
mexico-earthquake_00000041,4,Destroyed,0,0,0,0.0
socal-fire_00000169,0,Background,1048576,65536,1048576,100.0
socal-fire_00000169,1,No Damage,0,0,0,0.0
socal-fire_00000169,2,Minor Damage,0,0,0,0.0
socal-fire_00000169,3,Major Damage,0,0,0,0.0
socal-fire_00000169,4,Destroyed,0,0,0,0.0
hurricane-michael_00000541,0,Background,1031227,64451,1031216,99.9989333095429
hurricane-michael_00000541,1,No Damage,10850,677,10832,99.83410138248848
hurricane-michael_00000541,2,Minor Damage,3070,195,3120,101.62866449511401
hurricane-michael_00000541,3,Major Damage,3429,213,3408,99.38757655293088
hurricane-michael_00000541,4,Destroyed,0,0,0,0.0
hurricane-harvey_00000275,0,Background,1041930,65121,1041936,100.00057585442401
hurricane-harvey_00000275,1,No Damage,0,0,0,0.0
hurricane-harvey_00000275,2,Minor Damage,0,0,0,0.0
hurricane-harvey_00000275,3,Major Damage,6348,397,6352,100.06301197227474
hurricane-harvey_00000275,4,Destroyed,298,18,288,96.64429530201343
mexico-earthquake_00000074,0,Background,646777,40413,646608,99.97387043756967
mexico-earthquake_00000074,1,No Damage,393739,24618,393888,100.03784232702372
mexico-earthquake_00000074,2,Minor Damage,8060,505,8080,100.24813895781637
mexico-earthquake_00000074,3,Major Damage,0,0,0,0.0
mexico-earthquake_00000074,4,Destroyed,0,0,0,0.0
mexico-earthquake_00000182,0,Background,828902,51818,829088,100.02243932334582
mexico-earthquake_00000182,1,No Damage,219674,13718,219488,99.91532907854366
mexico-earthquake_00000182,2,Minor Damage,0,0,0,0.0
mexico-earthquake_00000182,3,Major Damage,0,0,0,0.0
mexico-earthquake_00000182,4,Destroyed,0,0,0,0.0
hurricane-florence_00000461,0,Background,1034904,64679,1034864,99.99613490719912
hurricane-florence_00000461,1,No Damage,0,0,0,0.0
hurricane-florence_00000461,2,Minor Damage,0,0,0,0.0
hurricane-florence_00000461,3,Major Damage,13672,857,13712,100.29256875365711
hurricane-florence_00000461,4,Destroyed,0,0,0,0.0
santa-rosa-wildfire_00000027,0,Background,1008140,63002,1008032,99.98928720217431
santa-rosa-wildfire_00000027,1,No Damage,8512,530,8480,99.62406015037594
santa-rosa-wildfire_00000027,2,Minor Damage,161,9,144,89.44099378881988
santa-rosa-wildfire_00000027,3,Major Damage,0,0,0,0.0
santa-rosa-wildfire_00000027,4,Destroyed,31763,1995,31920,100.49428580423762
midwest-flooding_00000206,0,Background,1029773,64371,1029936,100.01582873118639
midwest-flooding_00000206,1,No Damage,14749,912,14592,98.93552105227474
midwest-flooding_00000206,2,Minor Damage,1862,116,1856,99.67776584317937
midwest-flooding_00000206,3,Major Damage,2192,137,2192,100.0
midwest-flooding_00000206,4,Destroyed,0,0,0,0.0
hurricane-matthew_00000248,0,Background,1042858,65169,1042704,99.98523288884968
hurricane-matthew_00000248,1,No Damage,2561,166,2656,103.7094884810621
hurricane-matthew_00000248,2,Minor Damage,1603,105,1680,104.80349344978166
hurricane-matthew_00000248,3,Major Damage,0,0,0,0.0
hurricane-matthew_00000248,4,Destroyed,1554,96,1536,98.84169884169884
socal-fire_00000397,0,Background,1048576,65536,1048576,100.0
socal-fire_00000397,1,No Damage,0,0,0,0.0
socal-fire_00000397,2,Minor Damage,0,0,0,0.0
socal-fire_00000397,3,Major Damage,0,0,0,0.0
socal-fire_00000397,4,Destroyed,0,0,0,0.0
socal-fire_00000268,0,Background,1040338,65028,1040448,100.01057348669376
socal-fire_00000268,1,No Damage,2339,143,2288,97.81958101752886
socal-fire_00000268,2,Minor Damage,108,7,112,103.7037037037037
socal-fire_00000268,3,Major Damage,0,0,0,0.0
socal-fire_00000268,4,Destroyed,5791,358,5728,98.9121049905025
guatemala-volcano_00000010,0,Background,1048508,65532,1048512,100.00038149446641
guatemala-volcano_00000010,1,No Damage,0,0,0,0.0
guatemala-volcano_00000010,2,Minor Damage,0,0,0,0.0
guatemala-volcano_00000010,3,Major Damage,0,0,0,0.0
guatemala-volcano_00000010,4,Destroyed,68,4,64,94.11764705882352
santa-rosa-wildfire_00000058,0,Background,742708,46392,742272,99.94129590633196
santa-rosa-wildfire_00000058,1,No Damage,234657,14690,235040,100.16321695069826
santa-rosa-wildfire_00000058,2,Minor Damage,0,0,0,0.0
santa-rosa-wildfire_00000058,3,Major Damage,0,0,0,0.0
santa-rosa-wildfire_00000058,4,Destroyed,71211,4454,71264,100.07442670373959
hurricane-florence_00000309,0,Background,1034563,64675,1034800,100.02290822308551
hurricane-florence_00000309,1,No Damage,14013,861,13776,98.30871333761507
hurricane-florence_00000309,2,Minor Damage,0,0,0,0.0
hurricane-florence_00000309,3,Major Damage,0,0,0,0.0
hurricane-florence_00000309,4,Destroyed,0,0,0,0.0
hurricane-michael_00000244,0,Background,1048576,65536,1048576,100.0
hurricane-michael_00000244,1,No Damage,0,0,0,0.0
hurricane-michael_00000244,2,Minor Damage,0,0,0,0.0
hurricane-michael_00000244,3,Major Damage,0,0,0,0.0
hurricane-michael_00000244,4,Destroyed,0,0,0,0.0
hurricane-matthew_00000202,0,Background,1044210,65263,1044208,99.99980846764541
hurricane-matthew_00000202,1,No Damage,0,0,0,0.0
hurricane-matthew_00000202,2,Minor Damage,386,25,400,103.62694300518133
hurricane-matthew_00000202,3,Major Damage,1292,80,1280,99.07120743034056
hurricane-matthew_00000202,4,Destroyed,2688,168,2688,100.0
midwest-flooding_00000352,0,Background,1031728,64479,1031664,99.99379681466432
midwest-flooding_00000352,1,No Damage,16596,1042,16672,100.45794167269221
midwest-flooding_00000352,2,Minor Damage,252,15,240,95.23809523809523
midwest-flooding_00000352,3,Major Damage,0,0,0,0.0
midwest-flooding_00000352,4,Destroyed,0,0,0,0.0
hurricane-harvey_00000221,0,Background,1047445,65464,1047424,99.99799512146222
hurricane-harvey_00000221,1,No Damage,0,0,0,0.0
hurricane-harvey_00000221,2,Minor Damage,0,0,0,0.0
hurricane-harvey_00000221,3,Major Damage,0,0,0,0.0
hurricane-harvey_00000221,4,Destroyed,1131,72,1152,101.85676392572944
socal-fire_00000204,0,Background,1047272,65453,1047248,99.99770833174189
socal-fire_00000204,1,No Damage,0,0,0,0.0
socal-fire_00000204,2,Minor Damage,0,0,0,0.0
socal-fire_00000204,3,Major Damage,0,0,0,0.0
socal-fire_00000204,4,Destroyed,1304,83,1328,101.840490797546
santa-rosa-wildfire_00000059,0,Background,1028735,64293,1028688,99.9954312821086
santa-rosa-wildfire_00000059,1,No Damage,19841,1243,19888,100.23688322161182
santa-rosa-wildfire_00000059,2,Minor Damage,0,0,0,0.0
santa-rosa-wildfire_00000059,3,Major Damage,0,0,0,0.0
santa-rosa-wildfire_00000059,4,Destroyed,0,0,0,0.0
socal-fire_00000927,0,Background,1048576,65536,1048576,100.0
socal-fire_00000927,1,No Damage,0,0,0,0.0
socal-fire_00000927,2,Minor Damage,0,0,0,0.0
socal-fire_00000927,3,Major Damage,0,0,0,0.0
socal-fire_00000927,4,Destroyed,0,0,0,0.0
midwest-flooding_00000085,0,Background,1048356,65523,1048368,100.00114464933667
midwest-flooding_00000085,1,No Damage,149,8,128,85.90604026845638
midwest-flooding_00000085,2,Minor Damage,71,5,80,112.67605633802818
midwest-flooding_00000085,3,Major Damage,0,0,0,0.0
midwest-flooding_00000085,4,Destroyed,0,0,0,0.0
santa-rosa-wildfire_00000047,0,Background,999219,62469,999504,100.02852227589747
santa-rosa-wildfire_00000047,1,No Damage,0,0,0,0.0
santa-rosa-wildfire_00000047,2,Minor Damage,760,47,752,98.94736842105263
santa-rosa-wildfire_00000047,3,Major Damage,0,0,0,0.0
santa-rosa-wildfire_00000047,4,Destroyed,48597,3020,48320,99.43000596744656
hurricane-harvey_00000170,0,Background,801319,50059,800944,99.95320215794209
hurricane-harvey_00000170,1,No Damage,247257,15477,247632,100.15166405804487
hurricane-harvey_00000170,2,Minor Damage,0,0,0,0.0
hurricane-harvey_00000170,3,Major Damage,0,0,0,0.0
hurricane-harvey_00000170,4,Destroyed,0,0,0,0.0
hurricane-florence_00000264,0,Background,1044583,65286,1044576,99.99932987613239
hurricane-florence_00000264,1,No Damage,3147,197,3152,100.1588814744201
hurricane-florence_00000264,2,Minor Damage,846,53,848,100.23640661938533
hurricane-florence_00000264,3,Major Damage,0,0,0,0.0
hurricane-florence_00000264,4,Destroyed,0,0,0,0.0
socal-fire_00000873,0,Background,1048576,65536,1048576,100.0
socal-fire_00000873,1,No Damage,0,0,0,0.0
socal-fire_00000873,2,Minor Damage,0,0,0,0.0
socal-fire_00000873,3,Major Damage,0,0,0,0.0
socal-fire_00000873,4,Destroyed,0,0,0,0.0
socal-fire_00001162,0,Background,1039997,64999,1039984,99.99874999639422
socal-fire_00001162,1,No Damage,8579,537,8592,100.15153281268212
socal-fire_00001162,2,Minor Damage,0,0,0,0.0
socal-fire_00001162,3,Major Damage,0,0,0,0.0
socal-fire_00001162,4,Destroyed,0,0,0,0.0
hurricane-michael_00000284,0,Background,927652,57933,926928,99.92195349117988
hurricane-michael_00000284,1,No Damage,48819,3069,49104,100.58378909850674
hurricane-michael_00000284,2,Minor Damage,39040,2445,39120,100.20491803278688
hurricane-michael_00000284,3,Major Damage,33065,2089,33424,101.08574020867987
hurricane-michael_00000284,4,Destroyed,0,0,0,0.0
socal-fire_00000810,0,Background,1037230,64829,1037264,100.0032779614936
socal-fire_00000810,1,No Damage,1300,80,1280,98.46153846153847
socal-fire_00000810,2,Minor Damage,0,0,0,0.0
socal-fire_00000810,3,Major Damage,0,0,0,0.0
socal-fire_00000810,4,Destroyed,10046,627,10032,99.86064105116465
hurricane-florence_00000168,0,Background,1048576,65536,1048576,100.0
hurricane-florence_00000168,1,No Damage,0,0,0,0.0
hurricane-florence_00000168,2,Minor Damage,0,0,0,0.0
hurricane-florence_00000168,3,Major Damage,0,0,0,0.0
hurricane-florence_00000168,4,Destroyed,0,0,0,0.0
mexico-earthquake_00000191,0,Background,791803,49492,791872,100.00871428878142
mexico-earthquake_00000191,1,No Damage,256773,16044,256704,99.97312801579605
mexico-earthquake_00000191,2,Minor Damage,0,0,0,0.0
mexico-earthquake_00000191,3,Major Damage,0,0,0,0.0
mexico-earthquake_00000191,4,Destroyed,0,0,0,0.0
socal-fire_00000991,0,Background,1048576,65536,1048576,100.0
socal-fire_00000991,1,No Damage,0,0,0,0.0
socal-fire_00000991,2,Minor Damage,0,0,0,0.0
socal-fire_00000991,3,Major Damage,0,0,0,0.0
socal-fire_00000991,4,Destroyed,0,0,0,0.0
palu-tsunami_00000000,0,Background,979974,61256,980096,100.01244930987964
palu-tsunami_00000000,1,No Damage,65318,4075,65200,99.81934535656328
palu-tsunami_00000000,2,Minor Damage,0,0,0,0.0
palu-tsunami_00000000,3,Major Damage,480,31,496,103.33333333333334
palu-tsunami_00000000,4,Destroyed,2804,174,2784,99.2867332382311
socal-fire_00000187,0,Background,1048576,65536,1048576,100.0
socal-fire_00000187,1,No Damage,0,0,0,0.0
socal-fire_00000187,2,Minor Damage,0,0,0,0.0
socal-fire_00000187,3,Major Damage,0,0,0,0.0
socal-fire_00000187,4,Destroyed,0,0,0,0.0
midwest-flooding_00000126,0,Background,1048576,65536,1048576,100.0
midwest-flooding_00000126,1,No Damage,0,0,0,0.0
midwest-flooding_00000126,2,Minor Damage,0,0,0,0.0
midwest-flooding_00000126,3,Major Damage,0,0,0,0.0
midwest-flooding_00000126,4,Destroyed,0,0,0,0.0
hurricane-michael_00000402,0,Background,955856,59740,955840,99.99832610769823
hurricane-michael_00000402,1,No Damage,61209,3841,61456,100.40353542779657
hurricane-michael_00000402,2,Minor Damage,21524,1322,21152,98.27169671064858
hurricane-michael_00000402,3,Major Damage,7450,471,7536,101.15436241610738
hurricane-michael_00000402,4,Destroyed,2537,162,2592,102.16791486007095
socal-fire_00001319,0,Background,1048576,65536,1048576,100.0
socal-fire_00001319,1,No Damage,0,0,0,0.0
socal-fire_00001319,2,Minor Damage,0,0,0,0.0
socal-fire_00001319,3,Major Damage,0,0,0,0.0
socal-fire_00001319,4,Destroyed,0,0,0,0.0
hurricane-michael_00000392,0,Background,1040305,65020,1040320,100.00144188483185
hurricane-michael_00000392,1,No Damage,2968,185,2960,99.73045822102425
hurricane-michael_00000392,2,Minor Damage,5303,331,5296,99.86799924570997
hurricane-michael_00000392,3,Major Damage,0,0,0,0.0
hurricane-michael_00000392,4,Destroyed,0,0,0,0.0
mexico-earthquake_00000168,0,Background,907234,56696,907136,99.98919793570347
mexico-earthquake_00000168,1,No Damage,141342,8840,141440,100.06933537094423
mexico-earthquake_00000168,2,Minor Damage,0,0,0,0.0
mexico-earthquake_00000168,3,Major Damage,0,0,0,0.0
mexico-earthquake_00000168,4,Destroyed,0,0,0,0.0
midwest-flooding_00000436,0,Background,1047138,65447,1047152,100.00133697755216
midwest-flooding_00000436,1,No Damage,0,0,0,0.0
midwest-flooding_00000436,2,Minor Damage,0,0,0,0.0
midwest-flooding_00000436,3,Major Damage,0,0,0,0.0
midwest-flooding_00000436,4,Destroyed,1438,89,1424,99.02642559109874
hurricane-matthew_00000222,0,Background,1045766,65361,1045776,100.00095623686369
hurricane-matthew_00000222,1,No Damage,0,0,0,0.0
hurricane-matthew_00000222,2,Minor Damage,564,34,544,96.45390070921985
hurricane-matthew_00000222,3,Major Damage,415,27,432,104.09638554216866
hurricane-matthew_00000222,4,Destroyed,1831,114,1824,99.61769524849808
hurricane-florence_00000139,0,Background,1044455,65284,1044544,100.00852119047734
hurricane-florence_00000139,1,No Damage,0,0,0,0.0
hurricane-florence_00000139,2,Minor Damage,0,0,0,0.0
hurricane-florence_00000139,3,Major Damage,4121,252,4032,97.84033001698617
hurricane-florence_00000139,4,Destroyed,0,0,0,0.0
hurricane-michael_00000029,0,Background,1048576,65536,1048576,100.0
hurricane-michael_00000029,1,No Damage,0,0,0,0.0
hurricane-michael_00000029,2,Minor Damage,0,0,0,0.0
hurricane-michael_00000029,3,Major Damage,0,0,0,0.0
hurricane-michael_00000029,4,Destroyed,0,0,0,0.0
hurricane-michael_00000056,0,Background,973563,60842,973472,99.99065289046523
hurricane-michael_00000056,1,No Damage,52188,3265,52240,100.09963976393041
hurricane-michael_00000056,2,Minor Damage,16310,1021,16336,100.15941140404661
hurricane-michael_00000056,3,Major Damage,6515,408,6528,100.19953952417498
hurricane-michael_00000056,4,Destroyed,0,0,0,0.0
mexico-earthquake_00000019,0,Background,753358,47088,753408,100.0066369508255
mexico-earthquake_00000019,1,No Damage,295218,18448,295168,99.98306336334505
mexico-earthquake_00000019,2,Minor Damage,0,0,0,0.0
mexico-earthquake_00000019,3,Major Damage,0,0,0,0.0
mexico-earthquake_00000019,4,Destroyed,0,0,0,0.0
midwest-flooding_00000117,0,Background,1042310,65141,1042256,99.99481919966229
midwest-flooding_00000117,1,No Damage,3064,191,3056,99.73890339425587
midwest-flooding_00000117,2,Minor Damage,198,12,192,96.96969696969697
midwest-flooding_00000117,3,Major Damage,2837,179,2864,100.95170955234403
midwest-flooding_00000117,4,Destroyed,167,13,208,124.55089820359282
santa-rosa-wildfire_00000225,0,Background,842739,52689,843024,100.03381829961589
santa-rosa-wildfire_00000225,1,No Damage,205837,12847,205552,99.86154092801586
santa-rosa-wildfire_00000225,2,Minor Damage,0,0,0,0.0
santa-rosa-wildfire_00000225,3,Major Damage,0,0,0,0.0
santa-rosa-wildfire_00000225,4,Destroyed,0,0,0,0.0
hurricane-matthew_00000264,0,Background,1048296,65519,1048304,100.00076314323437
hurricane-matthew_00000264,1,No Damage,0,0,0,0.0
hurricane-matthew_00000264,2,Minor Damage,0,0,0,0.0
hurricane-matthew_00000264,3,Major Damage,0,0,0,0.0
hurricane-matthew_00000264,4,Destroyed,280,17,272,97.14285714285714
hurricane-michael_00000025,0,Background,1048576,65536,1048576,100.0
hurricane-michael_00000025,1,No Damage,0,0,0,0.0
hurricane-michael_00000025,2,Minor Damage,0,0,0,0.0
hurricane-michael_00000025,3,Major Damage,0,0,0,0.0
hurricane-michael_00000025,4,Destroyed,0,0,0,0.0
santa-rosa-wildfire_00000293,0,Background,1046945,65438,1047008,100.00601750808305
santa-rosa-wildfire_00000293,1,No Damage,0,0,0,0.0
santa-rosa-wildfire_00000293,2,Minor Damage,0,0,0,0.0
santa-rosa-wildfire_00000293,3,Major Damage,0,0,0,0.0
santa-rosa-wildfire_00000293,4,Destroyed,1631,98,1568,96.13733905579399
hurricane-florence_00000269,0,Background,1047353,65460,1047360,100.00066835154911
hurricane-florence_00000269,1,No Damage,0,0,0,0.0
hurricane-florence_00000269,2,Minor Damage,0,0,0,0.0
hurricane-florence_00000269,3,Major Damage,1223,76,1216,99.42763695829926
hurricane-florence_00000269,4,Destroyed,0,0,0,0.0
midwest-flooding_00000337,0,Background,1041470,65103,1041648,100.01709122682362
midwest-flooding_00000337,1,No Damage,7106,433,6928,97.49507458485786
midwest-flooding_00000337,2,Minor Damage,0,0,0,0.0
midwest-flooding_00000337,3,Major Damage,0,0,0,0.0
midwest-flooding_00000337,4,Destroyed,0,0,0,0.0
hurricane-harvey_00000168,0,Background,786331,49143,786288,99.99453156495164
hurricane-harvey_00000168,1,No Damage,0,0,0,0.0
hurricane-harvey_00000168,2,Minor Damage,0,0,0,0.0
hurricane-harvey_00000168,3,Major Damage,262245,16393,262288,100.01639688077944
hurricane-harvey_00000168,4,Destroyed,0,0,0,0.0
hurricane-harvey_00000517,0,Background,1034785,64672,1034752,99.99681093173945
hurricane-harvey_00000517,1,No Damage,0,0,0,0.0
hurricane-harvey_00000517,2,Minor Damage,0,0,0,0.0
hurricane-harvey_00000517,3,Major Damage,13791,864,13824,100.23928649118992
hurricane-harvey_00000517,4,Destroyed,0,0,0,0.0
socal-fire_00001179,0,Background,1048576,65536,1048576,100.0
socal-fire_00001179,1,No Damage,0,0,0,0.0
socal-fire_00001179,2,Minor Damage,0,0,0,0.0
socal-fire_00001179,3,Major Damage,0,0,0,0.0
socal-fire_00001179,4,Destroyed,0,0,0,0.0
hurricane-michael_00000204,0,Background,960399,60028,960448,100.00510204612874
hurricane-michael_00000204,1,No Damage,9550,583,9328,97.67539267015707
hurricane-michael_00000204,2,Minor Damage,66570,4172,66752,100.27339642481599
hurricane-michael_00000204,3,Major Damage,8736,543,8688,99.45054945054946
hurricane-michael_00000204,4,Destroyed,3321,210,3360,101.1743450767841
palu-tsunami_00000084,0,Background,499009,31126,498016,99.80100559308549
palu-tsunami_00000084,1,No Damage,549567,34410,550560,100.1806877050478
palu-tsunami_00000084,2,Minor Damage,0,0,0,0.0
palu-tsunami_00000084,3,Major Damage,0,0,0,0.0
palu-tsunami_00000084,4,Destroyed,0,0,0,0.0
midwest-flooding_00000003,0,Background,781829,48858,781728,99.9870815741038
midwest-flooding_00000003,1,No Damage,263661,16484,263744,100.03147981688608
midwest-flooding_00000003,2,Minor Damage,3086,194,3104,100.58327932598834
midwest-flooding_00000003,3,Major Damage,0,0,0,0.0
midwest-flooding_00000003,4,Destroyed,0,0,0,0.0
hurricane-matthew_00000134,0,Background,1027604,64221,1027536,99.99338266491762
hurricane-matthew_00000134,1,No Damage,7160,446,7136,99.66480446927373
hurricane-matthew_00000134,2,Minor Damage,10678,671,10736,100.54317287881626
hurricane-matthew_00000134,3,Major Damage,2916,185,2960,101.50891632373114
hurricane-matthew_00000134,4,Destroyed,218,13,208,95.41284403669725
hurricane-florence_00000147,0,Background,1045046,65312,1044992,99.99483276334247
hurricane-florence_00000147,1,No Damage,0,0,0,0.0
hurricane-florence_00000147,2,Minor Damage,0,0,0,0.0
hurricane-florence_00000147,3,Major Damage,0,0,0,0.0
hurricane-florence_00000147,4,Destroyed,3530,224,3584,101.52974504249292
palu-tsunami_00000087,0,Background,576934,35997,575952,99.82978988931143
palu-tsunami_00000087,1,No Damage,471374,29521,472336,100.20408423035636
palu-tsunami_00000087,2,Minor Damage,0,0,0,0.0
palu-tsunami_00000087,3,Major Damage,0,0,0,0.0
palu-tsunami_00000087,4,Destroyed,268,18,288,107.46268656716418
hurricane-matthew_00000119,0,Background,1048344,65520,1048320,99.99771067512191
hurricane-matthew_00000119,1,No Damage,0,0,0,0.0
hurricane-matthew_00000119,2,Minor Damage,0,0,0,0.0
hurricane-matthew_00000119,3,Major Damage,0,0,0,0.0
hurricane-matthew_00000119,4,Destroyed,232,16,256,110.34482758620689
hurricane-matthew_00000009,0,Background,1043519,65219,1043504,99.9985625561202
hurricane-matthew_00000009,1,No Damage,464,33,528,113.79310344827587
hurricane-matthew_00000009,2,Minor Damage,4429,273,4368,98.62271393090991
hurricane-matthew_00000009,3,Major Damage,0,0,0,0.0
hurricane-matthew_00000009,4,Destroyed,164,11,176,107.31707317073172
hurricane-michael_00000122,0,Background,1046394,65392,1046272,99.9883409117407
hurricane-michael_00000122,1,No Damage,1215,78,1248,102.71604938271605
hurricane-michael_00000122,2,Minor Damage,0,0,0,0.0
hurricane-michael_00000122,3,Major Damage,0,0,0,0.0
hurricane-michael_00000122,4,Destroyed,967,66,1056,109.2037228541882
hurricane-harvey_00000491,0,Background,776838,48528,776448,99.94979648266434
hurricane-harvey_00000491,1,No Damage,0,0,0,0.0
hurricane-harvey_00000491,2,Minor Damage,85964,5376,86016,100.06049043785772
hurricane-harvey_00000491,3,Major Damage,185560,11622,185952,100.21125242509162
hurricane-harvey_00000491,4,Destroyed,214,10,160,74.76635514018692
socal-fire_00000965,0,Background,934853,58456,935296,100.04738712931338
socal-fire_00000965,1,No Damage,113723,7080,113280,99.61045698759266
socal-fire_00000965,2,Minor Damage,0,0,0,0.0
socal-fire_00000965,3,Major Damage,0,0,0,0.0
socal-fire_00000965,4,Destroyed,0,0,0,0.0
socal-fire_00000540,0,Background,1048576,65536,1048576,100.0
socal-fire_00000540,1,No Damage,0,0,0,0.0
socal-fire_00000540,2,Minor Damage,0,0,0,0.0
socal-fire_00000540,3,Major Damage,0,0,0,0.0
socal-fire_00000540,4,Destroyed,0,0,0,0.0
midwest-flooding_00000144,0,Background,1042550,65159,1042544,99.99942448803415
midwest-flooding_00000144,1,No Damage,318,20,320,100.62893081761007
midwest-flooding_00000144,2,Minor Damage,0,0,0,0.0
midwest-flooding_00000144,3,Major Damage,5708,357,5712,100.07007708479327
midwest-flooding_00000144,4,Destroyed,0,0,0,0.0
hurricane-harvey_00000134,0,Background,753079,46999,751984,99.85459692807794
hurricane-harvey_00000134,1,No Damage,276931,17374,277984,100.38023912093625
hurricane-harvey_00000134,2,Minor Damage,18566,1163,18608,100.22621997199181
hurricane-harvey_00000134,3,Major Damage,0,0,0,0.0
hurricane-harvey_00000134,4,Destroyed,0,0,0,0.0
hurricane-michael_00000211,0,Background,913574,57081,913296,99.96957006219529
hurricane-michael_00000211,1,No Damage,26790,1686,26976,100.69428891377379
hurricane-michael_00000211,2,Minor Damage,80699,5052,80832,100.16480997286212
hurricane-michael_00000211,3,Major Damage,15783,986,15776,99.95564848254452
hurricane-michael_00000211,4,Destroyed,11730,731,11696,99.71014492753623
hurricane-matthew_00000347,0,Background,1031508,64458,1031328,99.98254982026315
hurricane-matthew_00000347,1,No Damage,2912,188,3008,103.29670329670331
hurricane-matthew_00000347,2,Minor Damage,10058,627,10032,99.74149930403658
hurricane-matthew_00000347,3,Major Damage,2553,164,2624,102.7810419114767
hurricane-matthew_00000347,4,Destroyed,1545,99,1584,102.52427184466019
midwest-flooding_00000168,0,Background,1048056,65504,1048064,100.00076331799063
midwest-flooding_00000168,1,No Damage,0,0,0,0.0
midwest-flooding_00000168,2,Minor Damage,0,0,0,0.0
midwest-flooding_00000168,3,Major Damage,0,0,0,0.0
midwest-flooding_00000168,4,Destroyed,520,32,512,98.46153846153847
hurricane-florence_00000277,0,Background,1041127,65067,1041072,99.99471726311968
hurricane-florence_00000277,1,No Damage,7449,469,7504,100.7383541414955
hurricane-florence_00000277,2,Minor Damage,0,0,0,0.0
hurricane-florence_00000277,3,Major Damage,0,0,0,0.0
hurricane-florence_00000277,4,Destroyed,0,0,0,0.0
midwest-flooding_00000209,0,Background,1048576,65536,1048576,100.0
midwest-flooding_00000209,1,No Damage,0,0,0,0.0
midwest-flooding_00000209,2,Minor Damage,0,0,0,0.0
midwest-flooding_00000209,3,Major Damage,0,0,0,0.0
midwest-flooding_00000209,4,Destroyed,0,0,0,0.0
mexico-earthquake_00000035,0,Background,826709,51643,826288,99.94907518848834
mexico-earthquake_00000035,1,No Damage,221867,13893,222288,100.18975332068311
mexico-earthquake_00000035,2,Minor Damage,0,0,0,0.0
mexico-earthquake_00000035,3,Major Damage,0,0,0,0.0
mexico-earthquake_00000035,4,Destroyed,0,0,0,0.0
hurricane-florence_00000293,0,Background,1013895,63359,1013744,99.98510693908146
hurricane-florence_00000293,1,No Damage,34681,2177,34832,100.43539690320348
hurricane-florence_00000293,2,Minor Damage,0,0,0,0.0
hurricane-florence_00000293,3,Major Damage,0,0,0,0.0
hurricane-florence_00000293,4,Destroyed,0,0,0,0.0
hurricane-harvey_00000299,0,Background,1048435,65526,1048416,99.99818777511244
hurricane-harvey_00000299,1,No Damage,0,0,0,0.0
hurricane-harvey_00000299,2,Minor Damage,0,0,0,0.0
hurricane-harvey_00000299,3,Major Damage,141,10,160,113.47517730496455
hurricane-harvey_00000299,4,Destroyed,0,0,0,0.0
santa-rosa-wildfire_00000017,0,Background,1046827,65427,1046832,100.00047763384016
santa-rosa-wildfire_00000017,1,No Damage,77,6,96,124.67532467532467
santa-rosa-wildfire_00000017,2,Minor Damage,0,0,0,0.0
santa-rosa-wildfire_00000017,3,Major Damage,0,0,0,0.0
santa-rosa-wildfire_00000017,4,Destroyed,1672,103,1648,98.56459330143541
hurricane-harvey_00000443,0,Background,681018,42555,680880,99.97973621842594
hurricane-harvey_00000443,1,No Damage,251634,15736,251776,100.05643116589968
hurricane-harvey_00000443,2,Minor Damage,115924,7245,115920,99.99654946344157
hurricane-harvey_00000443,3,Major Damage,0,0,0,0.0
hurricane-harvey_00000443,4,Destroyed,0,0,0,0.0
socal-fire_00000496,0,Background,971776,60729,971664,99.98847471022128
socal-fire_00000496,1,No Damage,76800,4807,76912,100.14583333333333
socal-fire_00000496,2,Minor Damage,0,0,0,0.0
socal-fire_00000496,3,Major Damage,0,0,0,0.0
socal-fire_00000496,4,Destroyed,0,0,0,0.0
socal-fire_00000692,0,Background,988167,61774,988384,100.02195985091589
socal-fire_00000692,1,No Damage,46698,2904,46464,99.49890787614031
socal-fire_00000692,2,Minor Damage,0,0,0,0.0
socal-fire_00000692,3,Major Damage,0,0,0,0.0
socal-fire_00000692,4,Destroyed,13711,858,13728,100.12398803880096
midwest-flooding_00000236,0,Background,1039108,64950,1039200,100.00885374763739
midwest-flooding_00000236,1,No Damage,8457,523,8368,98.94761735840133
midwest-flooding_00000236,2,Minor Damage,1011,63,1008,99.70326409495549
midwest-flooding_00000236,3,Major Damage,0,0,0,0.0
midwest-flooding_00000236,4,Destroyed,0,0,0,0.0
hurricane-florence_00000245,0,Background,1043880,65249,1043984,100.00996283097675
hurricane-florence_00000245,1,No Damage,562,34,544,96.79715302491103
hurricane-florence_00000245,2,Minor Damage,4134,253,4048,97.91969037252056
hurricane-florence_00000245,3,Major Damage,0,0,0,0.0
