dataset_index,actual_0_pixels,actual_0_mean_probability,actual_0_max_probability,actual_0_min_probability,actual_1_pixels,actual_1_mean_probability,actual_1_max_probability,actual_1_min_probability,actual_2_pixels,actual_2_mean_probability,actual_2_max_probability,actual_2_min_probability,actual_3_pixels,actual_3_mean_probability,actual_3_max_probability,actual_3_min_probability,actual_4_pixels,actual_4_mean_probability,actual_4_max_probability,actual_4_min_probability
147,65219,0.8949956297874451,0.9999946355819702,0.056419577449560165,33,0.2490902841091156,0.3426496088504791,0.047152258455753326,273,0.12590286135673523,0.24699966609477997,0.0032031775917857885,0,,,,11,0.5313370227813721,0.7385926246643066,0.15219160914421082
148,65392,0.8965843915939331,0.9991344809532166,0.03712477535009384,78,0.4244762361049652,0.5163255929946899,0.19502690434455872,0,,,,0,,,,66,0.38898611068725586,0.6168281435966492,0.08914295583963394
149,48528,0.8687951564788818,0.9998514652252197,0.03158990293741226,0,,,,5376,0.13497096300125122,0.2766795754432678,0.0009448108612559736,11622,0.3042050004005432,0.49178051948547363,0.00040819140849635005,10,0.04185523837804794,0.05645923689007759,0.029303323477506638
150,58456,0.700344979763031,0.9983856678009033,0.044564567506313324,7080,0.3860478401184082,0.9140458106994629,0.017858564853668213,0,,,,0,,,,0,,,
151,65536,0.8808796405792236,0.9990384578704834,0.15020878612995148,0,,,,0,,,,0,,,,0,,,
152,65159,0.9634965062141418,0.9996863603591919,0.0357896089553833,20,0.3385066092014313,0.4228793680667877,0.1760404109954834,0,,,,357,0.37955015897750854,0.48931437730789185,0.21582110226154327,0,,,
153,46999,0.6756818890571594,0.9992530941963196,0.014751605689525604,17374,0.3619922697544098,0.5703805088996887,0.029412655159831047,1163,0.17248383164405823,0.270773321390152,0.030157646164298058,0,,,,0,,,
154,57081,0.6586890816688538,0.9999712705612183,0.01612144336104393,1686,0.375158429145813,0.5190039277076721,0.024015069007873535,5052,0.16748292744159698,0.29227110743522644,0.002898062812164426,986,0.30828332901000977,0.448939710855484,0.0687665268778801,731,0.17577168345451355,0.6801024675369263,0.00796775333583355
155,64458,0.8729418516159058,0.9994359612464905,0.01908761076629162,188,0.44810208678245544,0.569894552230835,0.08734818547964096,627,0.15710636973381042,0.26559245586395264,0.01487845927476883,164,0.2832501530647278,0.4272897243499756,0.06062118709087372,99,0.0765605941414833,0.19861561059951782,0.003666363889351487
156,65504,0.9224326610565186,0.9980363249778748,0.11051279306411743,0,,,,0,,,,0,,,,32,0.10429848730564117,0.1966901272535324,0.0509115606546402
157,65067,0.979694128036499,0.9999310970306396,0.009957822971045971,469,0.4312523603439331,0.5784117579460144,0.0058403052389621735,0,,,,0,,,,0,,,
158,65536,0.9873499870300293,0.999969482421875,0.05464363470673561,0,,,,0,,,,0,,,,0,,,
159,51643,0.7930104732513428,0.9980915188789368,0.03575875237584114,13893,0.5096118450164795,0.9207471609115601,0.03248706832528114,0,,,,0,,,,0,,,
160,63359,0.9540889263153076,0.9999676942825317,0.01968318037688732,2177,0.4089612662792206,0.9894598722457886,0.0047407131642103195,0,,,,0,,,,0,,,
161,65526,0.9870385527610779,0.9999899864196777,0.1435159295797348,0,,,,0,,,,10,0.1188172847032547,0.16981278359889984,0.07895766943693161,0,,,
162,65427,0.7022942304611206,0.9963896870613098,0.07229140400886536,6,0.16559775173664093,0.17166227102279663,0.16020041704177856,0,,,,0,,,,103,0.11323639750480652,0.25781992077827454,0.03669581189751625
163,42555,0.6451323628425598,0.9999855756759644,0.02015342004597187,15736,0.3471801280975342,0.7170580625534058,0.021107323467731476,7245,0.13715316355228424,0.35685670375823975,0.00764811085537076,0,,,,0,,,
164,60729,0.6391957998275757,0.9981022477149963,0.005052117630839348,4807,0.3874477744102478,0.539280891418457,0.04731488972902298,0,,,,0,,,,0,,,
165,61774,0.7192168831825256,0.9987970590591431,0.019846567884087563,2904,0.39030367136001587,0.885791540145874,0.011992232874035835,0,,,,0,,,,858,0.4253188371658325,0.8825564980506897,0.027045931667089462
166,64950,0.9566138386726379,0.9996935129165649,0.05292406305670738,523,0.36400407552719116,0.4736320972442627,0.16376462578773499,63,0.05499381944537163,0.09271684288978577,0.03864321857690811,0,,,,0,,,
167,65249,0.980398416519165,0.9999641180038452,0.03326471894979477,34,0.4093865156173706,0.5021299719810486,0.19689227640628815,253,0.19876861572265625,0.27644768357276917,0.0766909271478653,0,,,,0,,,
168,65536,0.9534192681312561,0.9984512329101562,0.25650346279144287,0,,,,0,,,,0,,,,0,,,
169,47014,0.7083668112754822,0.9997677206993103,0.02404000423848629,2734,0.36614906787872314,0.4793694019317627,0.0959995687007904,3995,0.154397115111351,0.2957149147987366,0.0038206044118851423,11793,0.33913764357566833,0.4861474335193634,0.005643046926707029,0,,,
170,65536,0.8907210826873779,0.9996566772460938,0.06138226017355919,0,,,,0,,,,0,,,,0,,,
171,65368,0.895182192325592,0.998591959476471,0.08525244146585464,62,0.39899942278862,0.4843932092189789,0.25733041763305664,0,,,,0,,,,106,0.2549954950809479,0.43281272053718567,0.06354305148124695
172,64845,0.9656137228012085,0.999990701675415,0.03945610672235489,691,0.3094445466995239,0.5145419239997864,0.005833804607391357,0,,,,0,,,,0,,,
173,65536,0.8106386065483093,0.9992589354515076,0.07460509985685349,0,,,,0,,,,0,,,,0,,,
174,63027,0.8143765330314636,0.9930168390274048,0.03706509992480278,2509,0.4371420741081238,0.8578461408615112,0.05748999863862991,0,,,,0,,,,0,,,
175,65170,0.8709976673126221,0.9990779161453247,0.036599088460206985,326,0.49254024028778076,0.8048508763313293,0.035377513617277145,0,,,,0,,,,40,0.3575006425380707,0.6336644291877747,0.17871782183647156
176,54325,0.6977711319923401,0.9987730383872986,0.016715282574295998,10853,0.390837162733078,0.5912614464759827,0.010976952500641346,0,,,,0,,,,358,0.572002112865448,0.8668692708015442,0.04870730638504028
177,60403,0.6712935566902161,0.9994527697563171,0.023985696956515312,2292,0.3560824692249298,0.8103104829788208,0.013152309693396091,0,,,,0,,,,2841,0.23236770927906036,0.8439019322395325,0.007230307441204786
178,58018,0.7735111117362976,0.9998955726623535,0.01028002705425024,2525,0.4756758213043213,0.981048583984375,0.001200269558466971,2238,0.14364293217658997,0.2640998363494873,0.009381272830069065,2755,0.2512430250644684,0.4403485357761383,0.03157534822821617,0,,,
179,65512,0.9941374063491821,0.9999725818634033,0.031106965616345406,0,,,,0,,,,24,0.29778584837913513,0.33589085936546326,0.23215053975582123,0,,,
180,54444,0.7974773049354553,0.999784529209137,0.017546219751238823,10749,0.31839847564697266,0.7547377943992615,0.0035160882398486137,343,0.09872296452522278,0.23455595970153809,0.009521253407001495,0,,,,0,,,
181,63871,0.9621389508247375,0.9999887943267822,0.03328641131520271,1665,0.3392546474933624,0.7681261897087097,0.005526306107640266,0,,,,0,,,,0,,,
182,64610,0.9748479127883911,0.9999721050262451,0.01603374071419239,849,0.39110609889030457,0.5236403346061707,0.0014971644850447774,77,0.20526494085788727,0.2625514268875122,0.15734463930130005,0,,,,0,,,
183,58735,0.7222468256950378,0.9995512366294861,0.006971164606511593,5486,0.40139833092689514,0.8253876566886902,0.008308203890919685,1094,0.18637266755104065,0.3492107391357422,0.008674891665577888,221,0.30388879776000977,0.3951580226421356,0.14633256196975708,0,,,
184,65536,0.8764485716819763,0.9995686411857605,0.02762567810714245,0,,,,0,,,,0,,,,0,,,
185,64528,0.9768069982528687,0.9999887943267822,0.034195758402347565,1008,0.3638271689414978,0.43281957507133484,0.1720144897699356,0,,,,0,,,,0,,,
186,61639,0.8467928171157837,0.9999740123748779,0.026992613449692726,3897,0.38147902488708496,0.4895699620246887,0.039741385728120804,0,,,,0,,,,0,,,
187,56171,0.6202781200408936,0.9998849630355835,0.012469452805817127,6466,0.3623928427696228,0.7381315231323242,0.03152529150247574,2288,0.1608545482158661,0.32343292236328125,0.03938504308462143,611,0.35520437359809875,0.48050934076309204,0.07794245332479477,0,,,
188,65536,0.7544326782226562,0.9987119436264038,0.028158223256468773,0,,,,0,,,,0,,,,0,,,
189,60262,0.7904563546180725,0.9995096921920776,0.037386298179626465,5274,0.45544978976249695,0.9400686621665955,0.03317749872803688,0,,,,0,,,,0,,,
190,62626,0.7964655160903931,0.9997650980949402,0.01408413890749216,405,0.49845489859580994,0.9272184371948242,0.22789907455444336,481,0.18037471175193787,0.2592463195323944,0.04248278588056564,1398,0.408399760723114,0.5083190202713013,0.08749490231275558,626,0.11552076041698456,0.27029529213905334,0.006728466134518385
191,65461,0.9372825026512146,0.9999716281890869,0.08779571950435638,75,0.20692481100559235,0.30689874291419983,0.01654621586203575,0,,,,0,,,,0,,,
192,65536,0.9805500507354736,0.9999470710754395,0.05023568868637085,0,,,,0,,,,0,,,,0,,,
193,64801,0.8986993432044983,0.9998816251754761,0.031106019392609596,638,0.29130151867866516,0.552385687828064,0.04037666320800781,72,0.1342305988073349,0.2755756974220276,0.027459487318992615,10,0.17464539408683777,0.25794199109077454,0.02377287857234478,15,0.20269635319709778,0.29929620027542114,0.08851935714483261
194,62868,0.8846942186355591,0.9997368454933167,0.015560503117740154,1524,0.3842501938343048,0.5382911562919617,0.02789905294775963,618,0.1427382379770279,0.2698935270309448,0.00129046814981848,526,0.30654728412628174,0.3960232734680176,0.11392835527658463,0,,,
195,64379,0.8602032661437988,0.9996672868728638,0.022782500833272934,844,0.3853740692138672,0.5567725896835327,0.049349360167980194,230,0.1707126498222351,0.2880590856075287,0.027804436162114143,83,0.33963990211486816,0.4191591143608093,0.20473167300224304,0,,,
196,64663,0.891155481338501,0.9979999661445618,0.029183000326156616,873,0.4916006028652191,0.8754968643188477,0.055571287870407104,0,,,,0,,,,0,,,
197,65009,0.8087174296379089,0.9989020824432373,0.023590736091136932,510,0.3311852514743805,0.5117487907409668,0.05409828573465347,0,,,,0,,,,17,0.03150302544236183,0.049406230449676514,0.018776727840304375
198,42235,0.6257595419883728,0.9996227025985718,0.026390425860881805,4565,0.3541271686553955,0.470559686422348,0.019289687275886536,13575,0.1431659311056137,0.3573206663131714,0.0021336027421057224,5161,0.3170584440231323,0.48291343450546265,0.01939287595450878,0,,,
199,44105,0.7392680048942566,0.9998878240585327,0.02302679978311062,21431,0.3832889497280121,0.8829199075698853,0.023844273760914803,0,,,,0,,,,0,,,
200,60246,0.7275654077529907,0.9986633062362671,0.02119784988462925,5290,0.4100406765937805,0.9022536873817444,0.009994372725486755,0,,,,0,,,,0,,,
201,59806,0.8153420090675354,0.9999237060546875,0.0428265817463398,5730,0.3283262252807617,0.5249853730201721,0.09864591807126999,0,,,,0,,,,0,,,
202,53716,0.8489784598350525,0.9998884201049805,0.014407435432076454,0,,,,10446,0.1207885891199112,0.2353217601776123,0.03985567390918732,1374,0.4729651212692261,0.5552427768707275,0.12190155684947968,0,,,
203,61852,0.8811617493629456,0.9987173080444336,0.02005116455256939,3684,0.3771054744720459,0.5680304765701294,0.008718842640519142,0,,,,0,,,,0,,,
204,65536,0.8727573156356812,0.997663140296936,0.08042442053556442,0,,,,0,,,,0,,,,0,,,
205,65498,0.963655412197113,0.9986400008201599,0.16953666508197784,38,0.16209331154823303,0.3632936179637909,0.049771130084991455,0,,,,0,,,,0,,,
206,65536,0.8301039934158325,0.9984740614891052,0.023667193949222565,0,,,,0,,,,0,,,,0,,,
207,43225,0.5901154279708862,0.9984822869300842,0.01859983243048191,22311,0.5398263335227966,0.9341210722923279,0.02456393651664257,0,,,,0,,,,0,,,
208,65532,0.9233089089393616,0.9991996884346008,0.06664830446243286,0,,,,0,,,,0,,,,4,0.011562865227460861,0.01512483973056078,0.0077325752936303616
209,65536,0.9745223522186279,0.9996918439865112,0.18128247559070587,0,,,,0,,,,0,,,,0,,,
210,50947,0.7189925909042358,0.9997616410255432,0.0065885805524885654,2984,0.39957287907600403,0.4849727153778076,0.043341562151908875,4987,0.18201054632663727,0.29437339305877686,0.025651155039668083,6618,0.34044864773750305,0.48279818892478943,0.002443761331960559,0,,,
211,64088,0.5402637124061584,0.9990487694740295,0.0160331130027771,731,0.33796849846839905,0.526404857635498,0.008692161180078983,42,0.09462176263332367,0.13840079307556152,0.053436528891325,640,0.359688937664032,0.5460482239723206,0.0543106347322464,35,0.1862523853778839,0.4224420189857483,0.02743549831211567
212,61869,0.866223156452179,0.9998964071273804,0.017649972811341286,3531,0.36350852251052856,0.6116406321525574,0.024103550240397453,136,0.14160549640655518,0.18719421327114105,0.10252641886472702,0,,,,0,,,
213,64639,0.9230198264122009,0.9999492168426514,0.009681626223027706,514,0.4226723313331604,0.5723240375518799,0.0909682959318161,237,0.16879893839359283,0.2587665617465973,0.09832245111465454,146,0.29360663890838623,0.4208693504333496,0.002015972277149558,0,,,
214,64774,0.9627737998962402,0.9999443292617798,0.027843141928315163,0,,,,156,0.17256991565227509,0.28418803215026855,0.09774810075759888,606,0.3043842911720276,0.490934818983078,0.04385918006300926,0,,,
215,64233,0.9503094553947449,0.9999707937240601,0.027753198519349098,1303,0.33416637778282166,0.594662070274353,0.0011995946988463402,0,,,,0,,,,0,,,
216,64466,0.9698256254196167,0.999990701675415,0.007388056255877018,0,,,,942,0.179135262966156,0.4112381041049957,0.0025605279952287674,128,0.43174082040786743,0.5605188012123108,0.09911242127418518,0,,,
217,65536,0.9546029567718506,0.9988183379173279,0.22542713582515717,0,,,,0,,,,0,,,,0,,,
218,65536,0.9801620244979858,0.9986372590065002,0.4999205470085144,0,,,,0,,,,0,,,,0,,,
219,65298,0.6220074892044067,0.9997645020484924,0.024969791993498802,0,,,,69,0.20210270583629608,0.29662394523620605,0.11245060712099075,85,0.25505879521369934,0.3241504728794098,0.07528267800807953,84,0.33641669154167175,0.7938387393951416,0.07637312263250351
220,64672,0.8203109502792358,0.9958677291870117,0.023402037099003792,543,0.5024061799049377,0.9092254042625427,0.09473909437656403,0,,,,0,,,,321,0.22582018375396729,0.7226346135139465,0.02376115694642067
221,65481,0.9275051951408386,0.9997915625572205,0.05115579813718796,0,,,,0,,,,55,0.22827740013599396,0.28818121552467346,0.07171081751585007,0,,,
222,65485,0.9452940821647644,0.9998939037322998,0.07609879970550537,0,,,,25,0.09746237844228745,0.16435867547988892,0.03134693577885628,26,0.23000715672969818,0.2770579159259796,0.15249775350093842,0,,,
223,65536,0.9733448624610901,0.9986391663551331,0.4012831747531891,0,,,,0,,,,0,,,,0,,,
224,64201,0.847190260887146,0.9988923668861389,0.07269388437271118,30,0.04015602543950081,0.11112383008003235,0.020922545343637466,148,0.0874805599451065,0.1408482789993286,0.02964465320110321,0,,,,1157,0.468447208404541,0.855644702911377,0.004491045139729977
225,65006,0.9741560220718384,0.9999781847000122,0.03141283988952637,530,0.3385918438434601,0.49806565046310425,0.0072989086620509624,0,,,,0,,,,0,,,
226,65008,0.9623926877975464,0.999738872051239,0.01894455775618553,450,0.3099108636379242,0.48747527599334717,0.013177159242331982,78,0.3381120264530182,0.4153113067150116,0.24069787561893463,0,,,,0,,,
227,58160,0.6329869627952576,0.9950439929962158,0.02231454849243164,7376,0.30317002534866333,0.5469542741775513,0.005848259199410677,0,,,,0,,,,0,,,
228,53080,0.6020776033401489,0.9941393136978149,0.0333092175424099,12456,0.36183270812034607,0.8318902850151062,0.01747840829193592,0,,,,0,,,,0,,,
229,60758,0.7277773022651672,0.9998278617858887,0.015425536781549454,4604,0.4220547378063202,0.5539196729660034,0.008610430173575878,0,,,,174,0.34870919585227966,0.41482025384902954,0.23431244492530823,0,,,
230,64986,0.9808049201965332,0.9999821186065674,0.03936512768268585,0,,,,0,,,,524,0.2754882276058197,0.427002876996994,0.0004817335866391659,26,0.010696046985685825,0.01833793893456459,0.0029941860120743513
231,65423,0.9184859991073608,0.9998477697372437,0.01699061319231987,109,0.4129495918750763,0.4983832836151123,0.0935574471950531,4,0.17324376106262207,0.18665625154972076,0.1413232982158661,0,,,,0,,,
232,58170,0.6915392875671387,0.9999176263809204,0.008491657674312592,2806,0.3911016285419464,0.578332781791687,0.0018376996740698814,3668,0.17524823546409607,0.2968277037143707,0.007336955051869154,473,0.27948132157325745,0.4218263626098633,0.06518176198005676,419,0.11504444479942322,0.40633031725883484,0.0018225358799099922
233,60180,0.8302173614501953,0.999956488609314,0.008077467791736126,3399,0.3958342969417572,0.5811514258384705,0.028527162969112396,1266,0.19341476261615753,0.3366294801235199,0.011523313820362091,691,0.2854827046394348,0.4033714830875397,0.05770151689648628,0,,,
234,51702,0.678748607635498,0.9999573230743408,0.021241944283246994,13707,0.3346247375011444,0.9101614952087402,0.01456565223634243,127,0.05823014676570892,0.14403854310512543,0.009546366520226002,0,,,,0,,,
235,60000,0.6936482787132263,0.9999723434448242,0.010135196149349213,2270,0.37263965606689453,0.8692104816436768,0.02111043594777584,1633,0.14718325436115265,0.3328567445278168,0.012902646325528622,1527,0.24307213723659515,0.40604788064956665,0.02111942134797573,106,0.1989579051733017,0.5396314859390259,0.018514268100261688
236,60436,0.7437999844551086,0.9996676445007324,0.019193056970834732,2295,0.38970813155174255,0.8690444231033325,0.006096484139561653,1413,0.1831754744052887,0.2978225648403168,0.016806568950414658,971,0.2699654698371887,0.44413623213768005,0.01885613240301609,421,0.2625449299812317,0.7216535806655884,0.0003405486640986055
237,44661,0.6092846989631653,0.9995803236961365,0.02621879242360592,20750,0.49931928515434265,0.9178568124771118,0.024770744144916534,51,0.09382691979408264,0.1505667120218277,0.03267467021942139,74,0.17026382684707642,0.3016149401664734,0.07565300166606903,0,,,
238,59000,0.6707709431648254,0.9969682097434998,0.015979496762156487,6536,0.4385673701763153,0.9241589307785034,0.048028524965047836,0,,,,0,,,,0,,,
239,65469,0.8979169726371765,0.9978452920913696,0.16028261184692383,67,0.13611046969890594,0.22577829658985138,0.058686383068561554,0,,,,0,,,,0,,,
240,65536,0.9451550245285034,0.9996427297592163,0.13294996321201324,0,,,,0,,,,0,,,,0,,,
241,62585,0.9219279885292053,0.9986401200294495,0.018033046275377274,2914,0.436971515417099,0.9272284507751465,0.13268311321735382,0,,,,0,,,,37,0.12957663834095,0.3309078812599182,0.02347385138273239
242,65536,0.9863953590393066,0.999829888343811,0.5880860090255737,0,,,,0,,,,0,,,,0,,,
243,65536,0.9788210988044739,0.9999589920043945,0.06184905022382736,0,,,,0,,,,0,,,,0,,,
244,60903,0.7685847282409668,0.9997327923774719,0.037037115544080734,4633,0.37917453050613403,0.8417030572891235,0.007637111470103264,0,,,,0,,,,0,,,
245,56326,0.6682469844818115,0.9944425225257874,0.019216010347008705,9210,0.42844581604003906,0.9251648783683777,0.04938344657421112,0,,,,0,,,,0,,,
246,62325,0.8371063470840454,0.9992535710334778,0.02652835287153721,110,0.37726902961730957,0.5324268937110901,0.16640222072601318,2028,0.17005391418933868,0.3025999963283539,0.025622626766562462,1060,0.3531438112258911,0.5084881782531738,0.07089143246412277,13,0.16318437457084656,0.2250671684741974,0.09320732206106186
247,65536,0.8576313257217407,0.995806097984314,0.13407495617866516,0,,,,0,,,,0,,,,0,,,
248,57255,0.8866575956344604,0.9999945163726807,0.01630357652902603,8281,0.3576977550983429,0.530280590057373,0.0029583596624433994,0,,,,0,,,,0,,,
249,62187,0.9273356795310974,0.9965941309928894,0.03803291916847229,0,,,,0,,,,509,0.2850899398326874,0.4855037033557892,0.018318356946110725,2840,0.5029922127723694,0.9527412056922913,0.013349699787795544
250,59627,0.8405201435089111,0.9999423027038574,0.007258100435137749,4948,0.40647217631340027,0.525672435760498,0.015305995009839535,961,0.24415446817874908,0.3323354423046112,0.10773154348134995,0,,,,0,,,
251,64666,0.9606977701187134,0.9998354911804199,0.03687257692217827,534,0.23474159836769104,0.45810601115226746,0.0032689364161342382,100,0.07826167345046997,0.1895597279071808,0.01232702936977148,236,0.2621783912181854,0.4216318726539612,0.00490625249221921,0,,,
252,65536,0.911344051361084,0.985471248626709,0.3552394509315491,0,,,,0,,,,0,,,,0,,,
253,65297,0.9594813585281372,0.9996558427810669,0.0316176600754261,0,,,,0,,,,239,0.3293760418891907,0.45300304889678955,0.05485481396317482,0,,,
254,65255,0.8738867044448853,0.9997943043708801,0.03972666338086128,0,,,,62,0.09085249900817871,0.22810569405555725,0.023184701800346375,50,0.1125299260020256,0.2393270581960678,0.02026386745274067,169,0.195979505777359,0.5860381126403809,0.0006754342466592789
255,64434,0.9699267148971558,0.9999817609786987,0.005329551175236702,876,0.4059838354587555,0.9560868144035339,0.043087709695100784,0,,,,226,0.2984108030796051,0.3837198317050934,0.17290888726711273,0,,,
256,65536,0.8455161452293396,0.9970883727073669,0.04252978414297104,0,,,,0,,,,0,,,,0,,,
257,61708,0.9151672720909119,0.9999676942825317,0.02112400531768799,3828,0.3934098482131958,0.5688291192054749,0.0018437537364661694,0,,,,0,,,,0,,,
258,59119,0.8997663855552673,0.9993211030960083,0.016662364825606346,0,,,,0,,,,6417,0.33139097690582275,0.47332894802093506,0.021013174206018448,0,,,
259,65536,0.9634313583374023,0.9991171956062317,0.2454112321138382,0,,,,0,,,,0,,,,0,,,
260,61098,0.7462547421455383,0.9957987666130066,0.027304375544190407,4438,0.33029139041900635,0.7241203188896179,0.0792265385389328,0,,,,0,,,,0,,,
261,65536,0.8156120181083679,0.9996702671051025,0.07301745563745499,0,,,,0,,,,0,,,,0,,,
262,65536,0.8321195244789124,0.9952136278152466,0.0552213080227375,0,,,,0,,,,0,,,,0,,,
263,65147,0.9758182764053345,0.9999444484710693,0.0373564250767231,165,0.3798896074295044,0.5998091697692871,0.013176338747143745,197,0.20051349699497223,0.272043377161026,0.047037187963724136,27,0.1937524974346161,0.31209009885787964,0.05682411044836044,0,,,
264,64452,0.8792924880981445,0.9998656511306763,0.026740994304418564,0,,,,0,,,,1084,0.2524782717227936,0.5451099276542664,0.006965867709368467,0,,,
265,61443,0.8925308585166931,0.9998196959495544,0.035896386951208115,4093,0.48824235796928406,0.8974795937538147,0.01258529257029295,0,,,,0,,,,0,,,
266,62136,0.9023594856262207,0.9998382329940796,0.016761304810643196,2796,0.4041896462440491,0.9497933387756348,0.012607047334313393,158,0.12038204073905945,0.20717576146125793,0.008660316467285156,446,0.2485426813364029,0.3660386800765991,0.023398002609610558,0,,,
267,65532,0.8627577424049377,0.9941152334213257,0.052036914974451065,0,,,,0,,,,0,,,,4,0.19089236855506897,0.20835623145103455,0.16659234464168549
268,64769,0.8177388310432434,0.997675359249115,0.04008491709828377,767,0.3110390603542328,0.4841104745864868,0.03266961872577667,0,,,,0,,,,0,,,
269,64445,0.899111270904541,0.999927282333374,0.024408282712101936,0,,,,0,,,,1091,0.26810964941978455,0.5059762597084045,0.006936679128557444,0,,,
270,64172,0.6457522511482239,0.9999370574951172,0.0368746854364872,0,,,,0,,,,340,0.15084236860275269,0.34650155901908875,0.027014244347810745,1024,0.2626246511936188,0.7755210399627686,0.0038008077535778284
271,56217,0.7623977661132812,0.9998114705085754,0.011647430248558521,7241,0.38785916566848755,0.8400479555130005,0.002552902093157172,1205,0.16681376099586487,0.3184725344181061,0.008050687611103058,646,0.3048022389411926,0.4618458151817322,0.002761393552646041,227,0.02389075979590416,0.06946281343698502,0.0037466916255652905
272,65336,0.9435395002365112,0.9999220371246338,0.07467636466026306,0,,,,9,0.013610546477138996,0.0250772126019001,0.006427741143852472,25,0.2317546308040619,0.3074026107788086,0.133835107088089,166,0.18642711639404297,0.6010375618934631,0.002694089198485017
273,48275,0.7326114773750305,0.9995224475860596,0.01815629191696644,12012,0.3429248034954071,0.47855234146118164,0.008402758277952671,3480,0.14670030772686005,0.2895767390727997,0.008852443657815456,1769,0.30622541904449463,0.4279724359512329,0.04384247958660126,0,,,
274,63060,0.7982536554336548,0.9951360821723938,0.024835778400301933,2476,0.4440741539001465,0.8449751138687134,0.06980105489492416,0,,,,0,,,,0,,,
275,65404,0.8913394212722778,0.9875491857528687,0.10154569894075394,0,,,,0,,,,0,,,,132,0.28314411640167236,0.5979276299476624,0.068885937333107
276,57069,0.7898815870285034,0.9999397993087769,0.014095360413193703,6439,0.5011920928955078,0.956937313079834,0.06558120250701904,0,,,,1180,0.1555013507604599,0.30865928530693054,0.04328291490674019,848,0.16463486850261688,0.8768604397773743,0.002772726584225893
277,55855,0.6897129416465759,0.9997796416282654,0.010250980034470558,7100,0.40946394205093384,0.5851258635520935,0.02863634191453457,2145,0.22173993289470673,0.3406949043273926,0.03669506311416626,393,0.30254384875297546,0.44161027669906616,0.04260273650288582,43,0.04430217668414116,0.06867152452468872,0.02777032181620598
278,64690,0.7681493163108826,0.9980839490890503,0.03371618315577507,846,0.28339922428131104,0.45728251338005066,0.013599568046629429,0,,,,0,,,,0,,,
